web-scraper-order,web-scraper-start-url,lien-fiche,lien-fiche-href,title,rue,adresse,web,creation,type,effectif,resume,activite-naf08
"1641931653-1430","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","ORANGE (CENTRE PRINCIPAL D'EXPLOITATION)","https://fr.kompass.com/c/orange/fr5533186/","ORANGE
                                    CENTRE PRINCIPAL D'EXPLOITATION","RUE LARCHER","RUE LARCHER 

	                
	        14400 BAYEUX","http://www.orange.com","1990","SA à conseil d'administration (s.a.i.)","De 0 à 9 employés","Société en activité depuis 29 ans, spécialisée dans le domaine de la télécommunication à l'échelle mondiale avec une offre de gamme de services de télécommunication : téléphonie locale et internationale, téléphonie mobile, Internet et multimédia, transport de données, broadcast et télévision par câble. Opérateur mobile et fournisseur d'accès Internet. L'effectif du groupe est de 170 000 employés.","Télécommunications filaires (6110Z)
				Voir la classification Kompass"
"1641931746-1461","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","I.N. CONCEPT","https://fr.kompass.com/c/i-n-concept/fra0036w8/","I.N. CONCEPT","5 RUE DE LA MAIRIE","5 RUE DE LA MAIRIE 

	                
	        14610 CAIRON","http://www.inconcept.fr","1988","SAS, société par actions simplifiée","De 0 à 9 employés","Entreprise spécialisée dans le domaine de l'informatique. La société effectue la conception et la fabrication de logiciels avec un accompagnement technologique des clients sur des missions d'audit et d'assistance technique, d'architecture des systèmes d'information et de développement d'application web.","Edition de logiciels applicatifs (5829C)
				Voir la classification Kompass"
"1641931707-1448","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","OUEST FRANCE MULTIMEDIA","https://fr.kompass.com/c/ouest-france-multimedia/fra01clqt/","OUEST FRANCE MULTIMEDIA","RTE DE CAEN 

	                LA VARAIGNE","RTE DE CAEN 

	                LA VARAIGNE 

	                
	        14610 EPRON","null","2015","SAS, société par actions simplifiée","De 0 à 9 employés","Depuis des années d'expériences. Implantée à Rennes, l'entreprise est spécialisée dans le domaine de la conception, la création, l'édition ainsi que l'hébergement de sites internet et pubilicité. Elle propose diverses prestations de services tels que le conseil et al gestion des portails web.","Régie publicitaire de médias (7312Z)
				Voir la classification Kompass"
"1641931671-1436","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","ORANGE (CENTRE PRINCIPAL D'EXPLOITATION)","https://fr.kompass.com/c/orange/fr5532302/","ORANGE
                                    CENTRE PRINCIPAL D'EXPLOITATION","CRS MATIGNON","CRS MATIGNON 

	                
	        14100 LISIEUX","http://www.orange.com","1990","SA à conseil d'administration (s.a.i.)","De 20 à 49 employés","Société en activité depuis 29 ans, spécialisée dans le domaine de la télécommunication à l'échelle mondiale avec une offre de gamme de services de télécommunication : téléphonie locale et internationale, téléphonie mobile, Internet et multimédia, transport de données, broadcast et télévision par câble. Opérateur mobile et fournisseur d'accès Internet. L'effectif du groupe est de 170 000 employés.","Télécommunications filaires (6110Z)
				Voir la classification Kompass"
"1641931602-1413","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","ACTIMAC, ACTIMAC (ASSISTANCE CONSEIL TECHNIQUE INFORMATIQU)","https://fr.kompass.com/c/actimac/fr9186789/","ACTIMAC
                                    ASSISTANCE CONSEIL TECHNIQUE INFORMATIQU","147 RUE SAINT PIERRE","147 RUE SAINT PIERRE 

	                
	        14000 CAEN","https://www.actimac.fr","2008","SAS, société par actions simplifiée","De 0 à 9 employés","ACTIMAC est une entreprise située à CAEN. L'établissement est spécialisé dans les services informatiques et la vente de matériles informatiques. La société réalise des prestations sur mesure dans la: maintenance et assistance informatique, l'administration de réseaux, la sauvegarde de données, l'installation et la connexion de réseaux...","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé (4741Z)
				Voir la classification Kompass"
"1641931611-1416","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","3D OUEST","https://fr.kompass.com/c/3d-ouest/fra00b2pn/","3D OUEST","4 AV DE CAMBRIDGE 

	                IMMEUBLE ODYSSEE - BUREAU NR 108","4 AV DE CAMBRIDGE 

	                IMMEUBLE ODYSSEE - BUREAU NR 108 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","http://www.3douest.com","2014","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","Société spécialisée dans les domaines de la conception, les études et les réalisations de logiciel informatique pour collectivités. Elle propose également les prestations de services de programmation informatique pour les collectivités territoriales avec des services d'installation.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931839-1492","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","SAS ADVENTIEL","https://fr.kompass.com/c/sas-adventiel/fra06lp14/","SAS ADVENTIEL","11 RUE JEAN BAPTISTE LAMARCK","11 RUE JEAN BAPTISTE LAMARCK 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","null","2020","SAS, société par actions simplifiée","null","La compagnie SAS ADVENTIEL, est installée au 11 RUE JEAN BAPTISTE LAMARCK à Herouville-saint-clair (14200) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2020(SIRET : 428850127 00039), recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société SAS ADVENTIEL est dirigée par Pascal Gallard (Président du conseil d'administration)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931641-1426","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","MEDIACOM GROUP FRANCE","https://fr.kompass.com/c/mediacom-group-france/fr4593775/","MEDIACOM GROUP FRANCE","LE BAC DAMMERAY","LE BAC DAMMERAY 

	                
	        14370 MERY-BISSIERES-EN-AUGE","null","2003","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie MEDIACOM GROUP FRANCE, est localisée à Mery-bissieres-en-auge (LE BAC DAMMERAY) dans le département du Calvados.



Cette société est une société à responsabilité limitée (SARL) fondée en 2003 sous l'enregistrement 449551415 00028, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société MEDIACOM GROUP FRANCE est dirigée par François Pascal (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931824-1487","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","DELTA NETWORKS","https://fr.kompass.com/c/delta-networks/fra0523pz/","DELTA NETWORKS","13 RUE DE LA DEFENSE PASSIVE","13 RUE DE LA DEFENSE PASSIVE 

	                
	        14000 CAEN","null","2018","SAS, société par actions simplifiée","Non renseigné","La compagnie DELTA NETWORKS, est implantée au 13 RUE DE LA DEFENSE PASSIVE à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2018(SIRET : 399294735 00051), recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société DELTA NETWORKS est dirigée par Massimo Filuzeau (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931734-1457","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","DELIBERATA","https://fr.kompass.com/c/deliberata/fr6229371/","DELIBERATA","4 RUE DU CHATEAU","4 RUE DU CHATEAU 

	                
	        14740 THUE ET MUE","http://www.deliberata.fr","2008","Société à responsabilité limitée (sans autre indication)","De 0 à 9 employés","La compagnie DELIBERATA, est implantée au 4 RUE DU CHATEAU à Thue Et Mue (14740) dans le département du Calvados.



Cette TPE est une société à responsabilité limitée (SARL) fondée en 2008 ayant comme SIRET le numéro 453619520 00027, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société DELIBERATA est dirigée par David Naze (Gérant)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931740-1459","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","SCC FRANCE","https://fr.kompass.com/c/scc-france/fra0097ct/","SCC FRANCE","13 RUE KARL PROBST","13 RUE KARL PROBST 

	                
	        14000 CAEN","http://france.scc.com","2014","SAS, société par actions simplifiée","De 0 à 9 employés","Société spécialisée dans le domaine de l'audit, conseil informatique, infogérance et hébergement en systèmes informatiques, gestion de réseau informatique, compétence technique, aisance de communication, conseil en création de site internet et édition de logiciel.","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels (4651Z)
				Voir la classification Kompass"
"1641931782-1473","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","FIL CONSEIL & DEVELOPPEMENT","https://fr.kompass.com/c/fil-conseil-developpement/fra02vwxm/","FIL CONSEIL & DEVELOPPEMENT","5 RUE ROGER BASTION","5 RUE ROGER BASTION 

	                
	        14000 CAEN","null","2017","SAS, société par actions simplifiée","De 0 à 9 employés","La compagnie FIL CONSEIL & DEVELOPPEMENT, est installée au 5 RUE ROGER BASTION à Caen (14000) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2017 sous le numéro 799023114 00025, recensée sous le naf : 

► Conseil en systèmes et logiciels informatiques.



La société FIL CONSEIL & DEVELOPPEMENT est dirigée par Hervé Fleury (Président)","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931716-1451","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","INGENICO PREPAID SERVICES FRANCE SAS","https://fr.kompass.com/c/ingenico-prepaid-services-france-sas/fr5906941/","INGENICO PREPAID SERVICES FRANCE SAS","2 RUE JEAN PERRIN 

	                BAT A - INOVAPARC - ZAC DU PLATEAU","2 RUE JEAN PERRIN 

	                BAT A - INOVAPARC - ZAC DU PLATEAU 

	                
	        14460 COLOMBELLES","https://www.ingenico.com","2007","SAS, société par actions simplifiée","De 20 à 49 employés","Société spécialisée dans la fabrication, la conception, la distribution et la commercialisation de lecteur de carte, de carte bleue, de carte vitale avec le développement des solutions d'automatisation des paiements pour les magasins et la vente en ligne.","Conseil en systèmes et logiciels informatiques (6202A)
				Voir la classification Kompass"
"1641931662-1433","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","ORANGE (SERVICES DIVERS)","https://fr.kompass.com/c/orange/fr5532315/","ORANGE
                                    SERVICES DIVERS","4 RUE DE L AVENIR 

	                N°4 & 6","4 RUE DE L AVENIR 

	                N°4 & 6 

	                
	        14650 CARPIQUET","http://www.orange.com","1990","SA à conseil d'administration (s.a.i.)","null","Société en activité depuis 29 ans, spécialisée dans le domaine de la télécommunication à l'échelle mondiale avec une offre de gamme de services de télécommunication : téléphonie locale et internationale, téléphonie mobile, Internet et multimédia, transport de données, broadcast et télévision par câble. Opérateur mobile et fournisseur d'accès Internet. L'effectif du groupe est de 170 000 employés.","Télécommunications filaires (6110Z)
				Voir la classification Kompass"
"1641931698-1445","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","REX ROTARY","https://fr.kompass.com/c/rex-rotary/fr4167364/","REX ROTARY","9 RUE LEOPOLD SEDAR SENGHOR 

	                BATIMENT OLYMPUS D EFFISCIENCE","9 RUE LEOPOLD SEDAR SENGHOR 

	                BATIMENT OLYMPUS D EFFISCIENCE 

	                
	        14460 COLOMBELLES","http://www.rexrotary.fr","2013","SAS, société par actions simplifiée","De 20 à 49 employés","REX ROTARY est spécialisé dans le négoce, maintenance et installation de matériel de reprographie et bureautique : photocopieurs multifonctions numériques connectés, noir et blanc ou couleur, imprimantes laser réseau noir et blanc et couleur, télécopieurs multifonctions, duplicopieurs numériques, scanners de production, logiciels de gestion et contrôle et d'impression réseau, logiciels de gestion de formulaire, logiciels des formulaires, logiciels des documents et des informations, logiciels d'outil de connectivité.","Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau (4666Z)
				Voir la classification Kompass"
"1641931812-1483","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","M GILLES WERBROUCK","https://fr.kompass.com/c/m-gilles-werbrouck/fra04tdgq/","M GILLES WERBROUCK","1414 CHE DU BUQUET","1414 CHE DU BUQUET 

	                
	        14600 HONFLEUR","null","2017","Profession libérale","De 0 à 9 employés","M GILLES WERBROUCK, est installé au 1414 CHE DU BUQUET à Honfleur (14600) dans le département du Calvados.



Cette société est une profession libérale fondée en 2017 sous l'enregistrement 501110720 00031, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931674-1437","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","ORANGE (SERVICES DIVERS)","https://fr.kompass.com/c/orange/fr5532301/","ORANGE
                                    SERVICES DIVERS","1 RUE BRENEY","1 RUE BRENEY 

	                
	        14800 DEAUVILLE","http://www.orange.com","1990","SA à conseil d'administration (s.a.i.)","null","Société en activité depuis 29 ans, spécialisée dans le domaine de la télécommunication à l'échelle mondiale avec une offre de gamme de services de télécommunication : téléphonie locale et internationale, téléphonie mobile, Internet et multimédia, transport de données, broadcast et télévision par câble. Opérateur mobile et fournisseur d'accès Internet. L'effectif du groupe est de 170 000 employés.","Télécommunications filaires (6110Z)
				Voir la classification Kompass"
"1641931638-1425","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","CLEAR2PAY FRANCE, C2P (CLEAR2PAY)","https://fr.kompass.com/c/clear2pay-france/fr9317879/","CLEAR2PAY FRANCE
                                    CLEAR2PAY","4 RUE IRENE JOLIOT CURIE 

	                BAT ORME DU MAIL - CAMPUS EFFISCIENCE","4 RUE IRENE JOLIOT CURIE 

	                BAT ORME DU MAIL - CAMPUS EFFISCIENCE 

	                
	        14460 COLOMBELLES","http://www.clear2pay.com","2011","SAS, société par actions simplifiée","De 10 à 19 employés","La société est spécialisée dans le domaine de la création de logiciels adaptés aux différentes secteurs d'activités. Éditeur, concepteur et intégrateur de logiciels pour tous types de secteurs : comptabilité, finances, immobilisations, suivi investissement, paie et ressources humaines, achats et stock. Édition de progiciels. E-Banking multi-canal.","Edition de logiciels outils de développement et de langages (5829B)
				Voir la classification Kompass"
"1641931806-1481","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","DEV & CLIC","https://fr.kompass.com/c/dev-clic/fra04vxdd/","DEV & CLIC","10 RUE JEAN LE BARON","10 RUE JEAN LE BARON 

	                
	        14310 VILLERS-BOCAGE","null","2018","SAS, société par actions simplifiée","De 0 à 9 employés","L'entreprise DEV & CLIC, est implantée au 10 RUE JEAN LE BARON à Villers-bocage (14310) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2018 sous le numéro 843453218 00011, recensée sous le naf : 

► Programmation informatique.



La société DEV & CLIC est dirigée par Vincent Peschet (Président)","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931725-1454","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","ORANGE (TELEBOUTIQUE)","https://fr.kompass.com/c/orange/fr5533543/","ORANGE
                                    TELEBOUTIQUE","QUA DU VAL 

	                CTRE COMMERCIAL ST CLAIR","QUA DU VAL 

	                CTRE COMMERCIAL ST CLAIR 

	                
	        14200 HEROUVILLE-SAINT-CLAIR","http://www.orange.com","1997","SA à conseil d'administration (s.a.i.)","De 10 à 19 employés","Société en activité depuis 29 ans, spécialisée dans le domaine de la télécommunication à l'échelle mondiale avec une offre de gamme de services de télécommunication : téléphonie locale et internationale, téléphonie mobile, Internet et multimédia, transport de données, broadcast et télévision par câble. Opérateur mobile et fournisseur d'accès Internet. L'effectif du groupe est de 170 000 employés.","Commerce de détail de matériels de télécommunication en magasin spécialisé (4742Z)
				Voir la classification Kompass"
"1641931704-1447","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","M FRANCK REKAI","https://fr.kompass.com/c/m-franck-rekai/fr4306217/","M FRANCK REKAI","13 RUE CAPITAINE BOUALAM","13 RUE CAPITAINE BOUALAM 

	                
	        14000 CAEN","null","2014","Profession libérale","De 0 à 9 employés","M FRANCK REKAI, est installé au 13 RUE CAPITAINE BOUALAM à Caen (14000) dans le département du Calvados.



Cette société est une profession libérale fondée en 2014 sous le numéro 489084152 00037, recensée sous le naf : 

► Programmation informatique.","Programmation informatique (6201Z)
				Voir la classification Kompass"
"1641931668-1435","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","ORANGE (CENTRE PRINCIPAL D'EXPLOITATION)","https://fr.kompass.com/c/orange/fr5532304/","ORANGE
                                    CENTRE PRINCIPAL D'EXPLOITATION","RUE DES DOMINICAINES","RUE DES DOMINICAINES 

	                
	        14500 VIRE-NORMANDIE","http://www.orange.com","1990","SA à conseil d'administration (s.a.i.)","De 0 à 9 employés","Société en activité depuis 29 ans, spécialisée dans le domaine de la télécommunication à l'échelle mondiale avec une offre de gamme de services de télécommunication : téléphonie locale et internationale, téléphonie mobile, Internet et multimédia, transport de données, broadcast et télévision par câble. Opérateur mobile et fournisseur d'accès Internet. L'effectif du groupe est de 170 000 employés.","Télécommunications filaires (6110Z)
				Voir la classification Kompass"
"1641931791-1476","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","DELORME INFORMATIQUE","https://fr.kompass.com/c/delorme-informatique/fra04nwkp/","DELORME INFORMATIQUE","40 B RUE DU GENERAL DE GAULLE","40 B RUE DU GENERAL DE GAULLE 

	                
	        14160 DIVES-SUR-MER","null","2017","SAS, société par actions simplifiée","De 0 à 9 employés","La société DELORME INFORMATIQUE, est localisée au 40 B RUE DU GENERAL DE GAULLE à Dives-sur-mer (14160) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2017 sous le numéro 834173593 00106, recensée sous le naf : 

► Réparation d'ordinateurs et d'équipements périphériques.



La société DELORME INFORMATIQUE est dirigée par Jean-Claude Delorme (Actionnaire unique)","Réparation d'ordinateurs et d'équipements périphériques (9511Z)
				Voir la classification Kompass"
"1641931833-1490","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","INFORLAN","https://fr.kompass.com/c/inforlan/fra06fbg2/","INFORLAN","8 RUE FERDINAND BUISSON","8 RUE FERDINAND BUISSON 

	                
	        14280 SAINT-CONTEST","null","2020","SAS, société par actions simplifiée","null","La compagnie INFORLAN, est installée au 8 RUE FERDINAND BUISSON à Saint-contest (14280) dans le département du Calvados.



Cette société est une societé anonyme par actions simplifiées fondée en 2020 sous l'enregistrement 882057052 00020, recensée sous le naf : 

► Gestion d'installations informatiques.



La société INFORLAN est dirigée par Jean-Michel Renet (Président)","Gestion d'installations informatiques (6203Z)
				Voir la classification Kompass"
"1641931644-1427","https://fr.kompass.com/a/informatique-et-internet/57/d/calvados/fr_25_14/page-12/","ACTI MAG, ACTIMAC (ASSISTANCE CONSEIL TECHNIQUE INFORMATIQU)","https://fr.kompass.com/c/acti-mag/fr0029725/","ACTI MAG
                                    ASSISTANCE CONSEIL TECHNIQUE INFORMATIQU","RUE JOSEPH JACQUARD","RUE JOSEPH JACQUARD 

	                
	        14120 MONDEVILLE","https://www.actimac.fr","2013","SAS, société par actions simplifiée","De 0 à 9 employés","ACTIMAC est une entreprise située à CAEN. L'établissement est spécialisé dans les services informatiques et la vente de matériles informatiques. La société réalise des prestations sur mesure dans la: maintenance et assistance informatique, l'administration de réseaux, la sauvegarde de données, l'installation et la connexion de réseaux...","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé (4741Z)
				Voir la classification Kompass"
